"article_id","title","description","link","timestamp","clicks","journal"
"14122","The Role of Land Use and Walkability in Predicting Crime Patterns: A Spatiotemporal Analysis of Miami-Dade County Neighborhoods, 2007â€“2015","<h3>Abstract</h3>
                  <p>This study investigates the relationship between land use, walkability, and the outcomes of neighborhood crime rates of larceny and aggravated assault. We use a combination of OLS regression models, harmonic analysis of diurnal patterns, and geospatial statistical techniques to examine the spatial patterning of larceny and aggravated assault in 782 Census blocks in Miami-Dade County, Florida with long-term data from 2007 to 2015. The results show that neighborhoods (i.e., Census block clusters) with higher levels of walkability have greater levels of aggravated assault. We also find that the increasing land-use diversity increases both aggravated assault and larceny. Finally, aggravated assault peaks during late night hours, while larceny peaks during daytime hours. Based on the results of our study using conventional and geospatial analyses, routine activity and social disorganization theories of neighborhood crime are partially supported, in that more motivated offenders and potential targets increase crime rates, while increased guardianship and informal social control reduce crime rates. The results of this study have important implications for security experts, law-enforcement agencies, and urban planning policy specialists focused on reducing crime in metropolitan areas. It is also relevant for theoretical frameworks designed to explain and predict temporal and spatial crime patterning.</p>","http://link.springer.com/10.1057/s41284-018-00161-7","2018-12-19 14:07:34","54","Security Journal"
"14123","Perception of Police Legitimacy Among Private Security Officers","<h3>Abstract</h3>
                  <p>The private security market is growing around the world, and public police are no longer the predominant agents of order maintenance and crime prevention. This development has important implications as different policing agents come in contact with each other. Specifically, understanding how they view each other can help increase the benefits of today&rsquo;s paradigm of security governance. Despite abundant research on citizen perceptions of police, few studies explore private security officers&rsquo; opinions about their public counterparts. Therefore, this research explores private security officers&rsquo; perceptions of the police in South Korea. Results show that the respondents&rsquo; attitudes toward police performance and distributive and procedural justice have varying influences on the three dimensions of police legitimacy: Obligation to obey, trust, and normative alignment. Additionally, the authors suggest the police should understand that private security officers&rsquo; perceptions of police legitimacy are influenced by distinct factors depending on contact experience and employment type.</p>","http://link.springer.com/10.1057/s41284-018-00163-5","2018-12-19 14:07:34","68","Security Journal"
"14124","The Change Up Project: Using Social Norming Theory With Young People to Address Domestic Abuse and Promote Healthy Relationships","<h3>Abstract</h3>
                  <p>This paper presents the findings of a secondary analysis of data collected during a pilot project, <em>Change Up</em>, which used a social norming approach (SNA) to address domestic violence and abuse (DVA) with young people aged 13&ndash;14. A SNA is based upon a well-articulated theory of behavior and evidence-based methodology for addressing social justice issues. This reflects a paradigm shift focusing upon strengths and positives, rather than pathologizing behaviors. Adopting a SNA, the <em>Change Up</em> project comprised a baseline survey followed by the intervention (workshop and peer-to-peer campaign), ending with a post-intervention survey. It was delivered in two high schools in a UK city between 2015 and 16. A secondary analysis of the survey data collected during the surveys and qualitative data collected at the end of each workshop was undertaken and this is reported here. <em>Change Up</em> data illustrates that most young people in the sample thought that DVA is unacceptable. There was, however, a gender difference in the norms held about the social acceptability of girls using physical violence against boys (and vice versa). The analysis of <em>Change Up</em> data indicates that a social norming approach to DVA programs aimed at young people can be successful in promoting attitude and behavior change. It also highlights a continuing need for young people&rsquo;s education about relationships and gender equality.</p>","http://link.springer.com/10.1007/s10896-018-0026-9","2018-12-19 18:24:27","18","Journal of Family Violence"
"14125","Sexual Revictimization in College Women: Mediational Analyses Testing Hypothesized Mechanisms For Sexual Coercion and Sexual Assault","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518817778?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-19 21:23:53","18","Journal of Interpersonal Violence"
"14126","Public Opinion of Capital Punishment: An Intersectional Analysis of Race, Gender, and Class Effects","Criminal Justice Review, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0734016818818687?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-20 05:23:12","32","Criminal Justice Review"
"14127","The â€œLess-Than-Lethal Weapons Effectâ€â€”introducing Tasers to Routine Police Operations in England and Wales: A Randomized Controlled Trial","Criminal Justice and Behavior, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0093854818812918?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-20 05:35:23","90","Criminal Justice and Behaviour"
"14128","The Power of the Pen: Prisonersâ€™ Letters to Explore Extreme Imprisonment","Criminology &amp; Criminal Justice, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/1748895818818872?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-20 07:50:18","51","Criminology and Criminal Justice"
"14129","Nudge the Judge? Theorizing the Interaction Between Heuristics, Sentencing Guidelines and Sentence Clustering","Criminology &amp; Criminal Justice, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/1748895818818869?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-20 07:50:18","28","Criminology and Criminal Justice"
"14130","From State-Centric to Transversal Borders: Resisting the â€˜structurally Embedded Borderâ€™ in Australia","Theoretical Criminology, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/1362480618819795?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-20 09:09:11","31","Theoretical Criminology"
"14133","Paying Off A Fine By Working Outside Prison: on the Origins and Diffusion of Community Service","European Journal of Criminology, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/1477370818819691?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-20 11:21:10","39","European Journal of Criminology"
"14134","Jihadiship: From Radical Behavior to Radical Beliefs",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/1057610X.2018.1538092?ai=1ab&amp;mi=fnpx1z&amp;af=R","2018-12-20 12:06:25","24","Studies in Conflict and Terrorism"
"14135","The Impact of Investigation Strategies and Tactics on Homicide Clearance","Homicide Studies, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/1088767918816741?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-20 13:21:44","57","Homicide Studies"
"14136","Minority Stress and Experience of Sexual Violence Among Men Who Have Sex With Men in Hanoi, Vietnam: Results From A Cross-Sectional Study","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518819884?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-20 16:51:19","22","Journal of Interpersonal Violence"
"14137","â€œTeaching Them That Pain Existsâ€: Dilemmas Regarding Memory Transmission and Entrepreneurship in Adult Children of Former Political Prisoners 40 Years After the Coup Dâ€™etat in Chile","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518819881?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-20 16:51:19","23","Journal of Interpersonal Violence"
"14138","Psychological Distress and Attachment Insecurity of Stalked Mothers","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518819883?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-20 16:51:19","22","Journal of Interpersonal Violence"
"14139","Firearms, Violence-Related Injuries, and Victimization Profiles: An Approach Using Cluster Analysis","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518817786?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-20 16:51:19","23","Journal of Interpersonal Violence"
"14140","Ugandan Health Care Professionalsâ€™ Response to Sexual Violence Survivors: Exploring Local Strategy and International Guidelines","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518815137?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-20 16:51:19","22","Journal of Interpersonal Violence"
"14141","Correction To: What Is Measured Matters: the Value of Third Party Hate Crime Monitoring","<p>The original version of this article unfortunately contained a mistake. The name ""Emma MacIntosh"" should be corrected to ""Emma Marie MacIntosh"".</p>","http://link.springer.com/10.1007/s10610-018-9407-0","2018-12-21 09:15:56","44","European Journal on Criminal Policy and Research"
"14144","Correction",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/10926771.2018.1559610?ai=1ao&amp;mi=fnpx1z&amp;af=R","2018-12-21 11:16:13","29","Journal of Aggression, Maltreatment and Trauma"
"14145","Italian Adolescentsâ€™ Experience of Unwanted Online Attentions: Recognizing and Defining Behaviours","European Journal of Criminology, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/1477370818819689?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-22 00:31:38","32","European Journal of Criminology"
"14146","Interpersonal Trauma Exposure and Depression in Young Adults: Considering the Role of World Assumptions","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518819879?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-22 01:32:21","26","Journal of Interpersonal Violence"
"14147","Meaning Attribution to Intimate Partner Violence By Counselors Who Support Women With Intimate Partner Violence Experiences in Greece","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0886260518819877?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-22 01:32:22","30","Journal of Interpersonal Violence"
"14149","Evolutionary Approaches to Understanding Crime: Explaining the Gender Gap in Offending",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/1068316X.2018.1558224?ai=x3&amp;mi=fnpx1z&amp;af=R","2018-12-22 10:32:37","46","Psychology, Crime and Law"
"14150","â€œEconomic Crisis and Poaching: Advice on Anti-Poaching Management From the Galician Shellfish Sectorâ€",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/01639625.2018.1525804?ai=184&amp;mi=fnpx1z&amp;af=R","2018-12-22 11:01:16","23","Deviant Behavior"
"14151","Which Source Possesses the Best Data on the Empirical Aspects of Criminal Events? A Theory of Opportunity and Necessary Conditions",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/01639625.2018.1559635?ai=184&amp;mi=fnpx1z&amp;af=R","2018-12-22 11:01:16","59","Deviant Behavior"
"14153","Grading the Quality of Isis Videos: A Metric For Assessing the Technical Sophistication of Digital Video Propaganda",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/1057610X.2018.1513693?ai=1ab&amp;mi=fnpx1z&amp;af=R","2018-12-22 11:03:05","51","Studies in Conflict and Terrorism"
"14154","Beyond the Dichotomy: Incarceration Dosage and Mental Health","Criminology, EarlyView.","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9125.12199?af=R","2018-12-22 14:46:02","44","Criminology"
"14155","Book Review: From the War on Poverty to the War on Crime: the Making of Mass Incarceration in America","Criminal Justice Review, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/0734016818820574?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-22 15:31:01","44","Criminal Justice Review"
"14156","Understanding the Relationship Between Relative Group Size and Hate Crime Rates: Linking Methods With Concepts",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/07418825.2018.1482942?ai=13o&amp;mi=fnpx1z&amp;af=R","2018-12-23 10:47:21","57","Justice Quarterly"
"14157","College Student Views on Criminality and Community Correctional Sanctions: A High-Impact Practice",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/23774657.2018.1558425?ai=1rp3n&amp;mi=fnpx1z&amp;af=R","2018-12-23 11:00:55","38","Corrections: Policy, Practice and Research"
"14158","Risky Business: Harlem Pimpsâ€™ Work Decisions and Economic Returns",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/01639625.2018.1556863?ai=184&amp;mi=fnpx1z&amp;af=R","2018-12-23 11:01:24","44","Deviant Behavior"
"14159","Book Review: Protect, Serve, and Deport: the Rise of Policing As Immigration Enforcement","International Criminal Justice Review, Ahead of Print. &lt;br/&gt;","https://journals.sagepub.com/doi/abs/10.1177/1057567718821412?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-12-24 06:31:51","60","International Criminal Justice Review"
"14160","Aggravating Effects of Alcohol Outlet Types on Street Robbery and Aggravated Assault in New York City",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/0735648X.2018.1559076?ai=31d&amp;mi=fnpx1z&amp;af=R","2018-12-24 10:46:45","40","Journal of Crime and Justice"
"14161","Measuring the Evolution of Radical Right-Wing Posting Behaviors Online",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/01639625.2018.1556994?ai=184&amp;mi=fnpx1z&amp;af=R","2018-12-24 11:01:33","307","Deviant Behavior"
"14162","Euâ€™s Emerging Strategic Cyber Culture(s)","<span><div>Abstract</div>This paper focuses on the European Union&rsquo;s collective efforts to address cybercrime and argues that the European Union (consisting of 28 Member States) has more than a single overarching &lsquo;strategic cyber culture&rsquo;. This is due to the differences in attitudes and experiences of cyber security among Member States that has created fragmentation in the EU&rsquo;s cyber security institutional system. This paper therefore considers the institutional developments by examining the main &lsquo;carriers&rsquo; of EU strategic cyber culture such as the Directorate-General for Migration and Home Affairs (DG HOME), Eurojust, and Europol/EC3, together with the strengths and weaknesses of the EU&rsquo;s particular approach to cybercrime.</span>","https://academic.oup.com/policing/advance-article/doi/10.1093/police/pay092/5259059?rss=1","2018-12-24 11:47:34","43","Policing: a Journal of Policy and Practice"
